,Group.1,Group.2,Group.3,x
157,2,2003,DANT,1.945
158,3,2003,DANT,6.73
159,4,2003,DANT,9.02
160,5,2003,DANT,14.41
161,6,2003,DANT,18.43
162,7,2003,DANT,21.64
163,8,2003,DANT,25.32
164,9,2003,DANT,16.11
165,10,2003,DANT,9.726666666666667
166,11,2003,DANT,6.05
167,12,2003,DANT,4.37
168,1,2004,DANT,4.41
169,2,2004,DANT,4.98
170,3,2004,DANT,6.069999999999999
171,4,2004,DANT,11.86
172,5,2004,DANT,13.66
173,6,2004,DANT,18.07
174,7,2004,DANT,18.185
175,8,2004,DANT,19.59
176,9,2004,DANT,14.93
177,10,2004,DANT,10.53
178,11,2004,DANT,7.77
179,12,2004,DANT,5.94
180,1,2005,DANT,4.0
181,2,2005,DANT,3.09
182,3,2005,DANT,4.359999999999999
183,4,2005,DANT,11.3
184,5,2005,DANT,13.45
185,6,2005,DANT,16.29
186,7,2005,DANT,20.02
187,8,2005,DANT,17.926666666666666
188,9,2005,DANT,16.44
189,10,2005,DANT,13.36
190,11,2005,DANT,10.39
191,12,2005,DANT,4.82
192,1,1990,DREI,4.4
193,2,1990,DREI,6.0
194,3,1990,DREI,6.6
195,4,1990,DREI,10.2
196,5,1990,DREI,16.35
197,6,1990,DREI,19.0
198,7,1990,DREI,21.4
199,8,1990,DREI,18.9
200,9,1990,DREI,16.9
201,10,1990,DREI,13.9
202,11,1990,DREI,9.1
203,12,1990,DREI,4.3
204,1,1991,DREI,5.4
205,2,1991,DREI,1.5
206,3,1991,DREI,4.5
207,4,1991,DREI,8.4
208,5,1991,DREI,9.8
209,6,1991,DREI,14.1
210,7,1991,DREI,16.5
211,8,1991,DREI,21.9
212,9,1991,DREI,18.6
213,10,1991,DREI,11.1
214,11,1991,DREI,7.1
215,12,1991,DREI,2.5
216,1,1992,DREI,4.9
217,2,1992,DREI,3.3
218,3,1992,DREI,7.0
219,4,1992,DREI,7.6
220,5,1992,DREI,12.7
221,6,1992,DREI,19.8
222,7,1992,DREI,20.6
223,8,1992,DREI,17.4
224,10,1992,DREI,14.3
225,11,1992,DREI,8.1
226,12,1992,DREI,6.6
227,1,1993,DREI,4.2
228,2,1993,DREI,5.0
229,3,1993,DREI,4.9
230,4,1993,DREI,12.5
231,5,1993,DREI,17.0
232,6,1993,DREI,17.4
233,7,1993,DREI,20.0
234,8,1993,DREI,18.4
235,9,1993,DREI,16.3
236,10,1993,DREI,13.7
237,11,1993,DREI,7.6
238,12,1993,DREI,3.5
239,1,1994,DREI,5.1
240,2,1994,DREI,1.2
241,3,1994,DREI,7.550000000000001
242,4,1994,DREI,9.5
243,5,1994,DREI,14.8
244,6,1994,DREI,15.600000000000001
245,7,1994,DREI,21.799999999999997
246,8,1994,DREI,20.766666666666666
247,9,1994,DREI,15.8
248,10,1994,DREI,10.4
249,11,1994,DREI,9.9
250,12,1994,DREI,7.4
251,1,1995,DREI,4.9
252,2,1995,DREI,7.1
253,3,1995,DREI,7.0
254,4,1995,DREI,10.15
255,5,1995,DREI,15.35
256,6,1995,DREI,16.85
257,7,1995,DREI,20.700000000000003
258,8,1995,DREI,22.033333333333335
259,9,1995,DREI,16.45
260,10,1995,DREI,15.6
261,11,1995,DREI,10.7
262,12,1995,DREI,3.7
263,1,1996,DREI,2.0
264,2,1996,DREI,1.0
265,3,1996,DREI,3.25
266,4,1996,DREI,8.2
267,5,1996,DREI,12.5
268,6,1996,DREI,17.9
269,7,1996,DREI,18.75
270,8,1996,DREI,19.15
271,9,1996,DREI,15.65
272,10,1996,DREI,13.4
273,11,1996,DREI,10.1
274,12,1996,DREI,5.1
275,1,1997,DREI,NaN
276,2,1997,DREI,2.41
277,3,1997,DREI,8.085
278,4,1997,DREI,9.98
279,5,1997,DREI,13.495000000000001
280,6,1997,DREI,18.55
281,7,1997,DREI,18.855
282,8,1997,DREI,22.275
283,9,1997,DREI,18.785
284,10,1997,DREI,12.36
285,11,1997,DREI,6.84
286,12,1997,DREI,5.03
287,1,1998,DREI,5.69
288,2,1998,DREI,4.54
289,3,1998,DREI,7.475
290,4,1998,DREI,9.49
291,5,1998,DREI,14.745000000000001
292,6,1998,DREI,17.406666666666666
293,7,1998,DREI,17.52
294,8,1998,DREI,19.126666666666665
295,9,1998,DREI,14.45
296,10,1998,DREI,11.83
297,11,1998,DREI,7.71
298,12,1998,DREI,4.98
299,1,1999,DREI,5.02
300,2,1999,DREI,3.13
301,3,1999,DREI,6.755
302,4,1999,DREI,10.495000000000001
303,5,1999,DREI,13.74
304,6,1999,DREI,18.915
305,7,1999,DREI,20.295
306,8,1999,DREI,20.426666666666666
307,9,1999,DREI,18.65
308,10,1999,DREI,10.3
309,11,1999,DREI,5.87
310,12,1999,DREI,4.51
311,1,2000,DREI,4.23
312,2,2000,DREI,5.55
313,3,2000,DREI,7.130000000000001
314,4,2000,DREI,8.715
315,5,2000,DREI,15.986666666666666
316,6,2000,DREI,17.93
317,7,2000,DREI,17.65
318,8,2000,DREI,20.785
319,9,2000,DREI,17.72
320,10,2000,DREI,12.69
321,11,2000,DREI,7.56
322,12,2000,DREI,7.23
323,1,2001,DREI,2.06
324,2,2001,DREI,5.58
325,3,2001,DREI,4.705
326,4,2001,DREI,7.98
327,5,2001,DREI,15.083333333333334
328,6,2001,DREI,17.990000000000002
329,7,2001,DREI,20.134999999999998
330,8,2001,DREI,20.97
331,9,2001,DREI,14.75
332,10,2001,DREI,15.06
333,11,2001,DREI,9.52
334,12,2001,DREI,6.2
335,1,2002,DREI,3.86
336,2,2002,DREI,6.52
337,3,2002,DREI,7.05
338,4,2002,DREI,9.97
339,5,2002,DREI,13.66
340,6,2002,DREI,17.965
341,7,2002,DREI,20.445
342,8,2002,DREI,20.740000000000002
343,9,2002,DREI,18.91
344,10,2002,DREI,13.8
345,11,2002,DREI,9.9
346,12,2002,DREI,2.99
347,1,2003,DREI,2.14
348,2,2003,DREI,1.74
349,3,2003,DREI,6.76
350,4,2003,DREI,10.805
351,5,2003,DREI,15.32
352,6,2003,DREI,19.735
353,7,2003,DREI,21.63
354,8,2003,DREI,22.810000000000002
355,9,2003,DREI,18.09
356,10,2003,DREI,12.43
357,11,2003,DREI,NaN
358,12,2003,DREI,6.35
359,1,2004,DREI,4.65
360,2,2004,DREI,6.08
361,3,2004,DREI,5.876666666666667
362,4,2004,DREI,11.98
363,5,2004,DREI,14.97
364,6,2004,DREI,19.17
365,7,2004,DREI,20.11
366,8,2004,DREI,22.33
367,9,2004,DREI,16.503333333333334
368,10,2004,DREI,12.21
369,11,2004,DREI,10.46
370,12,2004,DREI,5.57
371,1,2005,DREI,5.49
372,2,2005,DREI,4.09
373,3,2005,DREI,6.42
374,4,2005,DREI,10.7
375,5,2005,DREI,13.57
376,6,2005,DREI,18.205
377,7,2005,DREI,20.805
378,8,2005,DREI,19.076666666666668
379,9,2005,DREI,18.525
380,10,2005,DREI,13.27
381,11,2005,DREI,8.73
382,12,2005,DREI,4.98
383,1,1990,G6,6.4
384,2,1990,G6,NaN
385,3,1990,G6,8.7
386,4,1990,G6,9.8
387,5,1990,G6,13.8
388,6,1990,G6,NaN
389,7,1990,G6,18.0
390,8,1990,G6,18.1
391,9,1990,G6,NaN
392,10,1990,G6,13.7
393,11,1990,G6,10.3
394,12,1990,G6,6.3
395,1,1991,G6,5.5
396,2,1991,G6,4.2
397,3,1991,G6,5.3
398,4,1991,G6,8.7
399,5,1991,G6,10.7
400,6,1991,G6,13.3
401,7,1991,G6,18.2
402,8,1991,G6,19.8
403,10,1991,G6,14.4
404,11,1991,G6,8.0
405,12,1991,G6,6.733333333333333
406,1,1992,G6,5.875
407,2,1992,G6,5.2
408,3,1992,G6,6.8
409,4,1992,G6,7.4
410,5,1992,G6,11.4
411,6,1992,G6,16.3
412,7,1992,G6,19.2
413,8,1992,G6,20.0
414,9,1992,G6,15.9
415,10,1992,G6,10.76
416,11,1992,G6,9.7
417,12,1992,G6,8.063333333333334
418,1,1993,G6,6.3
419,2,1993,G6,6.12
420,3,1993,G6,7.6
421,4,1993,G6,8.7
422,5,1993,G6,12.7
423,6,1993,G6,16.4
424,7,1993,G6,17.4
425,8,1993,G6,18.3
426,9,1993,G6,16.6
427,10,1993,G6,14.1
428,11,1993,G6,7.866666666666667
429,12,1993,G6,6.3
430,1,1994,G6,6.175
431,2,1994,G6,5.075
432,3,1994,G6,6.0
433,5,1994,G6,10.3
434,6,1994,G6,13.6
435,7,1994,G6,19.3
436,8,1994,G6,20.6
437,9,1994,G6,16.7
438,10,1994,G6,14.7
439,11,1994,G6,11.5
440,12,1994,G6,9.733333333333333
441,1,1995,G6,6.3
442,2,1995,G6,7.1
443,3,1995,G6,6.966666666666667
444,5,1995,G6,10.7
445,6,1995,G6,14.9
446,7,1995,G6,17.4
447,8,1995,G6,19.7
448,9,1995,G6,17.6
449,10,1995,G6,15.333333333333334
450,11,1995,G6,11.875
451,12,1995,G6,6.433333333333334
452,1,1996,G6,3.3
453,2,1996,G6,2.25
454,3,1996,G6,2.95
455,4,1996,G6,6.9
456,5,1996,G6,11.2
457,6,1996,G6,14.3
458,7,1996,G6,16.0
459,8,1996,G6,18.7
460,9,1996,G6,17.6
461,10,1996,G6,14.100000000000001
462,11,1996,G6,9.566666666666666
463,12,1996,G6,7.766666666666667
464,1,1997,G6,2.446
465,2,1997,G6,3.2
466,3,1997,G6,6.455
467,4,1997,G6,7.99
468,5,1997,G6,13.84
469,6,1997,G6,15.82
470,7,1997,G6,19.34
471,8,1997,G6,20.3
472,9,1997,G6,19.16
473,10,1997,G6,14.14
474,11,1997,G6,10.49
475,12,1997,G6,5.53
476,1,1998,G6,7.11
477,2,1998,G6,5.42
478,3,1998,G6,NaN
479,4,1998,G6,8.66
480,5,1998,G6,13.98
481,6,1998,G6,NaN
482,7,1998,G6,16.87
483,8,1998,G6,20.23
484,9,1998,G6,17.55
485,10,1998,G6,NaN
486,11,1998,G6,9.81
487,12,1998,G6,7.19
488,1,1999,G6,6.11
489,2,1999,G6,5.49
490,3,1999,G6,6.81
491,4,1999,G6,9.34
492,5,1999,G6,14.5
493,6,1999,G6,17.19
494,7,1999,G6,19.4
495,8,1999,G6,20.17
496,9,1999,G6,19.45
497,10,1999,G6,15.2
498,11,1999,G6,NaN
499,12,1999,G6,5.68
500,1,2000,G6,6.11
501,2,2000,G6,5.67
502,3,2000,G6,6.84
503,4,2000,G6,7.73
504,5,2000,G6,13.24
505,6,2000,G6,16.53
506,7,2000,G6,16.6
507,8,2000,G6,19.54
508,9,2000,G6,18.41
509,10,2000,G6,13.14
510,11,2000,G6,8.45
511,12,2000,G6,8.53
512,1,2001,G6,5.75
513,2,2001,G6,5.81
514,3,2001,G6,6.43
515,4,2001,G6,8.01
516,5,2001,G6,10.63
517,6,2001,G6,14.47
518,7,2001,G6,18.54
519,8,2001,G6,20.16
520,9,2001,G6,16.86
521,10,2001,G6,14.67
522,11,2001,G6,11.72
523,12,2001,G6,9.82
524,1,2002,G6,5.74
525,2,2002,G6,8.19
526,3,2002,G6,7.71
527,4,2002,G6,9.15
528,5,2002,G6,13.83
529,6,2002,G6,15.48
530,7,2002,G6,18.1
531,8,2002,G6,19.96
532,9,2002,G6,18.33
533,10,2002,G6,13.81
534,11,2002,G6,11.07
535,12,2002,G6,6.87
536,1,2003,G6,6.61
537,2,2003,G6,5.0
538,3,2003,G6,5.88
539,4,2003,G6,8.41
540,5,2003,G6,12.16
541,6,2003,G6,NaN
542,7,2003,G6,20.61
543,8,2003,G6,22.15
544,9,2003,G6,18.07
545,10,2003,G6,12.83
546,11,2003,G6,9.0
547,12,2003,G6,7.49
548,1,2004,G6,5.44
549,2,2004,G6,NaN
550,3,2004,G6,5.79
551,4,2004,G6,8.93
552,5,2004,G6,11.6
553,6,2004,G6,16.18
554,7,2004,G6,16.86
555,8,2004,G6,20.7
556,9,2004,G6,15.79
557,10,2004,G6,12.63
558,11,2004,G6,11.26
559,12,2004,G6,6.82
560,1,2005,G6,5.72
561,2,2005,G6,5.68
562,3,2005,G6,4.82
563,4,2005,G6,7.87
564,5,2005,G6,12.32
565,6,2005,G6,14.79
566,7,2005,G6,18.19
567,8,2005,G6,18.41
568,9,2005,G6,18.12
569,10,2005,G6,15.22
570,11,2005,G6,11.72
571,12,2005,G6,7.53
572,1,1990,GROO,3.9
573,2,1990,GROO,6.1
574,3,1990,GROO,7.1
575,4,1990,GROO,8.7
576,5,1990,GROO,20.8
577,6,1990,GROO,18.5
578,7,1990,GROO,16.2
579,8,1990,GROO,20.1
580,9,1990,GROO,14.3
581,10,1990,GROO,14.8
582,11,1990,GROO,7.6
583,12,1990,GROO,2.0
584,1,1991,GROO,0.4
585,2,1991,GROO,4.8
586,3,1991,GROO,8.6
587,4,1991,GROO,11.6
588,5,1991,GROO,NaN
589,6,1991,GROO,14.7
590,7,1991,GROO,21.6
591,8,1991,GROO,22.9
592,9,1991,GROO,18.3
593,10,1991,GROO,12.8
594,11,1991,GROO,NaN
595,12,1991,GROO,3.8
596,1,1992,GROO,4.7
597,2,1992,GROO,3.4
598,3,1992,GROO,7.4
599,4,1992,GROO,10.05
600,5,1992,GROO,15.950000000000001
601,6,1992,GROO,18.9
602,7,1992,GROO,19.0
603,8,1992,GROO,19.4
604,9,1992,GROO,15.4
605,10,1992,GROO,11.9
606,11,1992,GROO,7.4
607,12,1992,GROO,4.2
608,1,1993,GROO,-0.1
609,2,1993,GROO,0.8
610,3,1993,GROO,4.2
611,4,1993,GROO,10.350000000000001
612,5,1993,GROO,15.75
613,6,1993,GROO,16.7
614,7,1993,GROO,18.333333333333332
615,8,1993,GROO,17.2
616,9,1993,GROO,14.05
617,10,1993,GROO,12.7
618,11,1993,GROO,6.8
619,12,1993,GROO,2.9
620,1,1994,GROO,4.5
621,3,1994,GROO,6.949999999999999
622,4,1994,GROO,8.0
623,5,1994,GROO,14.65
624,6,1994,GROO,16.55
625,7,1994,GROO,22.85
626,8,1994,GROO,20.7
627,9,1994,GROO,14.6
628,10,1994,GROO,9.9
629,11,1994,GROO,8.2
630,12,1994,GROO,5.5
631,1,1995,GROO,0.9
632,2,1995,GROO,5.7
633,3,1995,GROO,4.6
634,4,1995,GROO,10.8
635,5,1995,GROO,11.4
636,6,1995,GROO,14.5
637,7,1995,GROO,17.8
638,8,1995,GROO,21.5
639,9,1995,GROO,16.4
640,10,1995,GROO,13.3
641,11,1995,GROO,5.7
642,12,1995,GROO,-1.1
643,1,1996,GROO,0.6
644,2,1996,GROO,0.8
645,4,1996,GROO,7.25
646,5,1996,GROO,12.5
647,6,1996,GROO,17.75
648,7,1996,GROO,17.4
649,8,1996,GROO,18.2
650,9,1996,GROO,14.850000000000001
651,10,1996,GROO,10.7
652,11,1996,GROO,4.9
653,12,1996,GROO,2.7
654,2,1997,GROO,1.9500000000000002
655,3,1997,GROO,5.5
656,4,1997,GROO,8.75
657,5,1997,GROO,14.333333333333334
658,6,1997,GROO,18.3
659,7,1997,GROO,20.2
660,8,1997,GROO,22.0
661,9,1997,GROO,14.600000000000001
662,10,1997,GROO,14.5
663,11,1997,GROO,NaN
664,12,1997,GROO,6.6
665,1,1998,GROO,5.5
666,2,1998,GROO,3.4
667,3,1998,GROO,6.6
668,4,1998,GROO,12.0
669,5,1998,GROO,15.15
670,6,1998,GROO,18.8
671,7,1998,GROO,18.15
672,8,1998,GROO,19.049999999999997
673,9,1998,GROO,14.866666666666667
674,10,1998,GROO,10.1
675,11,1998,GROO,5.05
676,12,1998,GROO,5.0
677,1,1999,GROO,3.7
678,2,1999,GROO,2.5
679,3,1999,GROO,7.3
680,4,1999,GROO,12.05
681,5,1999,GROO,15.3
682,6,1999,GROO,16.7
683,7,1999,GROO,20.2
684,8,1999,GROO,18.9
685,9,1999,GROO,19.5
686,10,1999,GROO,9.96
687,11,1999,GROO,4.08
688,12,1999,GROO,0.71
689,1,2000,GROO,3.78
690,2,2000,GROO,3.41
691,3,2000,GROO,5.825
692,4,2000,GROO,11.506666666666668
693,5,2000,GROO,18.875
694,6,2000,GROO,15.39
695,7,2000,GROO,17.105
696,8,2000,GROO,18.7
697,9,2000,GROO,14.56
698,10,2000,GROO,12.295
699,11,2000,GROO,6.17
700,12,2000,GROO,7.83
701,1,2001,GROO,0.3
702,2,2001,GROO,4.94
703,3,2001,GROO,2.54
704,4,2001,GROO,7.3149999999999995
705,5,2001,GROO,14.4
706,6,2001,GROO,18.935000000000002
707,7,2001,GROO,21.28
708,8,2001,GROO,21.65
709,9,2001,GROO,14.305
710,10,2001,GROO,13.88
711,11,2001,GROO,5.67
712,12,2001,GROO,4.54
713,1,2002,GROO,0.5
714,2,2002,GROO,7.0
715,3,2002,GROO,7.375
716,4,2002,GROO,15.98
717,5,2002,GROO,15.62
718,6,2002,GROO,19.595
719,7,2002,GROO,17.5
720,8,2002,GROO,22.97
721,9,2002,GROO,18.134999999999998
722,10,2002,GROO,11.01
723,11,2002,GROO,8.21
724,12,2002,GROO,0.47
725,1,2003,GROO,3.42
726,2,2003,GROO,0.96
727,3,2003,GROO,6.96
728,4,2003,GROO,13.684999999999999
729,5,2003,GROO,17.25
730,6,2003,GROO,19.905
731,7,2003,GROO,21.61
732,8,2003,GROO,19.11
733,9,2003,GROO,17.045
734,10,2003,GROO,10.355
735,11,2003,GROO,8.17
736,12,2003,GROO,2.55
737,1,2004,GROO,3.95
738,2,2004,GROO,4.37
739,3,2004,GROO,6.76
740,4,2004,GROO,12.675
741,5,2004,GROO,15.030000000000001
742,6,2004,GROO,16.83
743,7,2004,GROO,16.505
744,8,2004,GROO,16.98
745,9,2004,GROO,14.850000000000001
746,10,2004,GROO,9.95
747,11,2004,GROO,7.38
748,12,2004,GROO,5.18
749,1,2005,GROO,4.26
750,2,2005,GROO,2.32
751,3,2005,GROO,3.685
752,4,2005,GROO,11.100000000000001
753,5,2005,GROO,14.065000000000001
754,6,2005,GROO,16.35
755,7,2005,GROO,20.375
756,8,2005,GROO,18.145
757,9,2005,GROO,16.494999999999997
758,10,2005,GROO,12.21
759,11,2005,GROO,8.52
760,12,2005,GROO,4.85
761,1,1990,HAMM,5.8
762,2,1990,HAMM,7.0
763,3,1990,HAMM,9.1
764,4,1990,HAMM,9.7
765,5,1990,HAMM,15.2
766,6,1990,HAMM,16.7
767,7,1990,HAMM,18.7
768,8,1990,HAMM,20.8
769,9,1990,HAMM,18.1
770,10,1990,HAMM,14.6
771,11,1990,HAMM,10.9
772,12,1990,HAMM,7.5
773,1,1991,HAMM,5.3
774,2,1991,HAMM,2.0
775,3,1991,HAMM,3.6
776,4,1991,HAMM,7.9
777,5,1991,HAMM,9.1
778,6,1991,HAMM,12.7
779,7,1991,HAMM,17.95
780,8,1991,HAMM,20.2
781,9,1991,HAMM,17.6
782,10,1991,HAMM,13.0
783,11,1991,HAMM,7.9
784,12,1991,HAMM,5.2
785,1,1992,HAMM,5.2
786,2,1992,HAMM,3.9
787,3,1992,HAMM,6.3
788,4,1992,HAMM,7.5
789,5,1992,HAMM,11.8
790,6,1992,HAMM,18.5
791,7,1992,HAMM,19.9
792,8,1992,HAMM,20.2
793,9,1992,HAMM,16.3
794,10,1992,HAMM,14.8
795,11,1992,HAMM,9.1
796,12,1992,HAMM,7.2
797,1,1993,HAMM,4.5
798,2,1993,HAMM,5.4
799,3,1993,HAMM,5.5
800,4,1993,HAMM,11.1
801,5,1993,HAMM,15.2
802,6,1993,HAMM,17.6
803,7,1993,HAMM,18.2
804,8,1993,HAMM,18.5
805,9,1993,HAMM,16.7
806,10,1993,HAMM,14.4
807,11,1993,HAMM,9.4
808,12,1993,HAMM,4.9
809,1,1994,HAMM,5.1
810,3,1994,HAMM,5.166666666666667
811,4,1994,HAMM,8.3
812,5,1994,HAMM,13.433333333333334
813,6,1994,HAMM,16.1
814,7,1994,HAMM,19.9
815,8,1994,HAMM,20.266666666666666
816,9,1994,HAMM,15.7
817,10,1994,HAMM,11.8
818,11,1994,HAMM,11.0
819,12,1994,HAMM,9.5
820,1,1995,HAMM,5.6
821,2,1995,HAMM,6.8
822,3,1995,HAMM,7.1
823,4,1995,HAMM,9.35
824,5,1995,HAMM,12.8
825,6,1995,HAMM,15.05
826,7,1995,HAMM,19.15
827,8,1995,HAMM,21.3
828,9,1995,HAMM,17.1
829,10,1995,HAMM,15.3
830,11,1995,HAMM,11.4
831,12,1995,HAMM,7.8
832,1,1996,HAMM,3.0
833,2,1996,HAMM,0.9500000000000001
834,3,1996,HAMM,3.05
835,4,1996,HAMM,7.35
836,5,1996,HAMM,11.45
837,6,1996,HAMM,16.15
838,7,1996,HAMM,18.1
839,8,1996,HAMM,19.0
840,9,1996,HAMM,16.0
841,10,1996,HAMM,13.9
842,11,1996,HAMM,10.7
843,12,1996,HAMM,6.5
844,1,1997,HAMM,NaN
845,2,1997,HAMM,3.7199999999999998
846,3,1997,HAMM,7.484999999999999
847,4,1997,HAMM,8.96
848,5,1997,HAMM,12.725000000000001
849,6,1997,HAMM,16.755000000000003
850,7,1997,HAMM,18.68
851,8,1997,HAMM,22.46
852,9,1997,HAMM,19.165
853,10,1997,HAMM,12.9
854,11,1997,HAMM,8.37
855,12,1997,HAMM,5.46
856,1,1998,HAMM,6.06
857,2,1998,HAMM,4.86
858,3,1998,HAMM,6.95
859,4,1998,HAMM,9.42
860,5,1998,HAMM,13.37
861,6,1998,HAMM,16.766666666666666
862,7,1998,HAMM,17.17
863,8,1998,HAMM,19.61
864,9,1998,HAMM,16.55
865,10,1998,HAMM,12.73
866,11,1998,HAMM,9.57
867,12,1998,HAMM,4.24
868,1,1999,HAMM,5.2
869,2,1999,HAMM,4.22
870,3,1999,HAMM,6.275
871,4,1999,HAMM,9.495000000000001
872,5,1999,HAMM,13.27
873,6,1999,HAMM,17.156666666666666
874,7,1999,HAMM,20.424999999999997
875,8,1999,HAMM,20.12
876,9,1999,HAMM,20.1
877,10,1999,HAMM,12.79
878,11,1999,HAMM,7.57
879,12,1999,HAMM,5.86
880,1,2000,HAMM,5.24
881,2,2000,HAMM,5.65
882,3,2000,HAMM,7.435
883,4,2000,HAMM,9.379999999999999
884,5,2000,HAMM,14.185
885,6,2000,HAMM,16.9
886,7,2000,HAMM,17.72
887,8,2000,HAMM,20.045
888,9,2000,HAMM,17.945
889,10,2000,HAMM,13.41
890,11,2000,HAMM,8.63
891,12,2000,HAMM,8.53
892,1,2001,HAMM,4.87
893,2,2001,HAMM,5.19
894,3,2001,HAMM,5.655
895,4,2001,HAMM,8.315000000000001
896,5,2001,HAMM,11.86
897,6,2001,HAMM,15.9
898,7,2001,HAMM,19.48
899,8,2001,HAMM,19.98
900,9,2001,HAMM,16.21
901,10,2001,HAMM,15.26
902,11,2001,HAMM,9.82
903,12,2001,HAMM,6.1
904,1,2002,HAMM,3.06
905,2,2002,HAMM,7.72
906,3,2002,HAMM,7.705
907,4,2002,HAMM,10.355
908,5,2002,HAMM,11.985
909,6,2002,HAMM,16.735
910,7,2002,HAMM,17.415
911,8,2002,HAMM,20.596666666666668
912,9,2002,HAMM,18.64
913,10,2002,HAMM,14.775000000000002
914,11,2002,HAMM,9.98
915,12,2002,HAMM,4.25
916,1,2003,HAMM,4.59
917,2,2003,HAMM,3.81
918,3,2003,HAMM,4.995
